0.017281106,0.013824885,0.013824885,0.017281106,0.016129032,0.018433180,0.020737327,0.017281106,0.019585253,0.017281106,0.008064516,0.026497696,0.029953917,0.027649770,0.019585253,0.020737327,0.021889401,0.017281106,0.017281106,0.013824885,0.019585253,0.019585253,0.032258065,0.034562212,0.027649770,0.031105991,0.036866359,0.032258065,0.026497696,0.026497696,0.016129032,0.017281106,868
0.024914199,0.035973052,0.032795221,0.047921698,0.057836532,0.052243549,0.057073853,0.052624889,0.048048811,0.038896657,0.041947375,0.037371298,0.039405110,0.035464599,0.031396975,0.031396975,0.029998729,0.025041312,0.023261726,0.022753273,0.020846574,0.019702555,0.018685649,0.014618025,0.014745138,0.015126478,0.011185967,0.013601119,0.013219779,0.009406381,0.007245456,0.006737003,0.006482776,0.006355663,0.005465870,0.005211644,0.005084530,0.004576077,0.004703191,0.003050718,0.003304945,0.001779586,0.002542265,0.002415152,0.001144019,0.001652472,0.001525359,0.001525359,0.001398246,0.001144019,0.001016906,0.001016906,0.000127113,0.000381340,0.000508453,0.000254227,0.000381340,0.000127113,0.000762680,0.000381340,0.000381340,0.000254227,0.000254227,0.000508453,0.000381340,0.000127113,0.000635566,0.000254227,0.000127113,0.000254227,0.000000000,0.000000000,0.000000000,0.000000000,0.000127113,0.000000000,0.000127113,0.000000000,0.000000000,0.000000000,0.000127113,0.000127113,0.000127113,0.000000000,0.000000000,0.000000000,0.000127113,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000127113,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000127113,7867
