0.432865731,0.251503006,0.147294589,0.079158317,0.046092184,0.024048096,0.007014028,0.007014028,0.002004008,0.001002004,0.001002004,0.000000000,0.000000000,0.001002004
0.435617135,0.373458752,0.132579128,0.042582941,0.010169061,0.004576077,0.000508453,0.000508453
