0.362725451,0.211422846,0.181362725,0.110220441,0.070140281,0.026052104,0.021042084,0.009018036,0.003006012,0.001002004,0.000000000,0.000000000,0.004008016
0.561586373,0.286640397,0.105885344,0.031778314,0.009787721,0.002669378,0.001144019,0.000381340,0.000127113
